Alloy formula,Al,Cr,Hf,Mo,Nb,Si,Ta,Ti,V,W,Zr,Temperature (C),time (h),specific mass gain (mg/cm2),source
Al1.5Mo0.5NbTa0.5TiZr,24.58,0.0,0.0,9.62,19.06,0.0,10.74,17.98,0.0,0.0,18.02,1000,50,71.2,https://doi.org/10.1016/j.ijrmhm.2022.105812
CrMoTaTi,0.0,25.0,0.0,25.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,1000,50,0.3,https://doi.org/10.1016/j.ijrmhm.2021.105755
NbCrMo0.5Ta0.5TiZr,0.0,18.39,0.0,10.04,21.84,0.0,11.86,19.4,0.0,0.0,18.48,1000,50,75.0,https://doi.org/10.1007/s10853-012-6582-0
Al0.5NbTaTi,8.6,0.0,0.0,0.0,30.1,0.0,35.2,26.1,0.0,0.0,0.0,1000,50,63.023,Tom_ini
Al0.5CrMoNbTi,10.3,21.0,0.0,23.9,23.4,0.0,0.0,21.5,0.0,0.0,0.0,1000,50,2.142,Tom_ini
Al0.5CrMoNbTaTi,6.9,15.7,0.0,20.6,18.7,0.0,21.6,16.5,0.0,0.0,0.0,1000,50,7.244,Tom_ini
CrNbTaTiZr,0.0,21.2,0.0,0.0,19.1,0.0,19.3,19.3,0.0,0.0,21.0,1000,50,88.767,Tom_ini
CrNbTaTiZr-BCC,0.0,12.6,0.0,0.0,27.5,0.0,36.2,15.8,0.0,0.0,7.9,1000,50,160.816,Tom_ini
Al0.5CrNbTaTiZr,10.0,19.6,0.0,0.0,16.3,0.0,17.5,17.0,0.0,0.0,19.5,1000,50,35.54,Tom_ini
Al0.5CrNbTaTiZr-BCC,7.49,15.97,0.0,0.0,23.86,0.0,31.01,14.05,0.0,0.0,7.62,1000,50,156.16,Tom_ini
NbTaTi,0.0,0.0,0.0,0.0,33.1,0.0,36.2,30.7,0.0,0.0,0.0,1000,50,85.393,Tom_ini
Cr0.25NbTaTi,0.0,10.9,0.0,0.0,27.1,0.0,28.8,33.2,0.0,0.0,0.0,1000,50,82.924,Tom_ini
Nb-8Si-9Al-10Ti,9.0,0.0,0.0,0.0,73.0,8.0,0.0,10.0,0.0,0.0,0.0,1000,100,338.0,https://doi.org/10.1016/S1468-6996(02)00005-0
Nb-10Si-9Al-10Ti,9.0,0.0,0.0,0.0,71.0,10.0,0.0,10.0,0.0,0.0,0.0,1000,100,291.0,https://doi.org/10.1016/S1468-6996(02)00005-0
Nb-6Si-11Al-15Ti,11.0,0.0,0.0,0.0,68.0,6.0,0.0,15.0,0.0,0.0,0.0,1000,100,167.0,https://doi.org/10.1016/S1468-6996(02)00005-0
Nb-8Si-11Al-15Ti,11.0,0.0,0.0,0.0,66.0,8.0,0.0,15.0,0.0,0.0,0.0,1000,100,153.0,https://doi.org/10.1016/S1468-6996(02)00005-0
AlTi,53.46,0.0,0.0,0.0,0.0,0.0,0.0,46.54,0.0,0.0,0.0,900,100,2.96,https://doi.org/10.1016/0956-716X(95)00327-R
AlTi-10wtCr,47.78,7.17,0.0,0.0,0.0,0.0,0.0,45.05,0.0,0.0,0.0,900,100,10.19,https://doi.org/10.1016/0956-716X(95)00327-R
AlTi-5wtCr,53.83,3.15,0.0,0.0,0.0,0.0,0.0,43.02,0.0,0.0,0.0,900,100,17.05,https://doi.org/10.1016/0956-716X(95)00327-R
AlTi-5wtMo,50.52,0.0,0.0,1.98,0.0,0.0,0.0,47.5,0.0,0.0,0.0,900,100,2.29,https://doi.org/10.1016/0956-716X(95)00327-R
AlTi-5wtNb,51.16,0.0,0.0,0.0,2.51,0.0,0.0,46.33,0.0,0.0,0.0,900,100,1.68,https://doi.org/10.1016/0956-716X(95)00327-R
AlTi-5wtNb,51.16,0.0,0.0,0.0,2.51,0.0,0.0,46.33,0.0,0.0,0.0,1000,100,4.21,https://doi.org/10.1016/0956-716X(95)00327-R
AlTi-5wtNb,51.16,0.0,0.0,0.0,2.51,0.0,0.0,46.33,0.0,0.0,0.0,1100,100,17.68,https://doi.org/10.1016/0956-716X(95)00327-R
AlTi-5wtV,49.6,0.0,0.0,0.0,0.0,0.0,0.0,46.94,3.46,0.0,0.0,900,100,15.16,https://doi.org/10.1016/0956-716X(95)00327-R
AlTi-5wtSi,48.49,0.0,0.0,0.0,0.0,5.62,0.0,45.89,0.0,0.0,0.0,900,100,2.56,https://doi.org/10.1016/0956-716X(95)00327-R
AlTi-5wtSi,48.49,0.0,0.0,0.0,0.0,5.62,0.0,45.89,0.0,0.0,0.0,1000,100,8.5,https://doi.org/10.1016/0956-716X(95)00327-R
Ti45Al8Nb,45.0,0.0,0.0,0.0,8.0,0.0,0.0,47.0,0.0,0.0,0.0,900,100,1.18,https://doi.org/10.1016/j.intermet.2010.04.012
Ti50Al,50.7,0.0,0.0,0.0,0.0,0.0,0.0,49.3,0.0,0.0,0.0,900,100,3.03,https://doi.org/10.1023/A:1018839511102
Ti50Al2Nb,50.2,0.0,0.0,0.0,1.99,0.0,0.0,47.81,0.0,0.0,0.0,900,100,1.89,https://doi.org/10.1023/A:1018839511102
Ti23Al,23.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,900,100,26.33,https://doi.org/10.1023/A:1018839511102
TiAlNb-1,55.82,0.0,0.0,0.0,11.0,0.0,0.0,33.18,0.0,0.0,0.0,900,100,0.85,https://doi.org/10.1016/0921-5093(92)90257-2
TiAlNb-1,55.82,0.0,0.0,0.0,11.0,0.0,0.0,33.18,0.0,0.0,0.0,1000,100,1.96,https://doi.org/10.1016/0921-5093(92)90257-2
TiAlNb-1,55.82,0.0,0.0,0.0,11.0,0.0,0.0,33.18,0.0,0.0,0.0,1100,100,2.95,https://doi.org/10.1016/0921-5093(92)90257-2
TiAlNb-1,55.82,0.0,0.0,0.0,11.0,0.0,0.0,33.18,0.0,0.0,0.0,1200,100,18.35,https://doi.org/10.1016/0921-5093(92)90257-2
TiAlNb-2,61.42,0.0,0.0,0.0,19.64,0.0,0.0,18.94,0.0,0.0,0.0,900,100,22.04,https://doi.org/10.1016/0921-5093(92)90257-2
TiAlNb-2,61.42,0.0,0.0,0.0,19.64,0.0,0.0,18.94,0.0,0.0,0.0,1000,100,36.49,https://doi.org/10.1016/0921-5093(92)90257-2
TiAlNb-2,61.42,0.0,0.0,0.0,19.64,0.0,0.0,18.94,0.0,0.0,0.0,1100,100,76.43,https://doi.org/10.1016/0921-5093(92)90257-2
TiAlNb-2,61.42,0.0,0.0,0.0,19.64,0.0,0.0,18.94,0.0,0.0,0.0,1200,100,127.08,https://doi.org/10.1016/0921-5093(92)90257-2
Cr-12Nb,0.0,88.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,950,100,2.43,https://doi.org/10.1016/0921-5093(96)10197-0
Cr-12Nb-8Al,8.0,80.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,950,100,3.76,https://doi.org/10.1016/0921-5093(96)10197-0
Cr-12Nb-18Al,18.0,70.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,950,100,5.63,https://doi.org/10.1016/0921-5093(96)10197-0
Cr-12Nb-12Al,12.0,76.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,950,100,5.74,https://doi.org/10.1016/0921-5093(96)10197-0
Ti-46Al-1Cr-0.2Si,46.0,1.0,0.0,0.0,0.0,0.2,0.0,52.8,0.0,0.0,0.0,600,100,0.02,https://doi.org/10.1023/A:1004534830767
Ti-46Al-1Cr-0.2Si,46.0,1.0,0.0,0.0,0.0,0.2,0.0,52.8,0.0,0.0,0.0,800,100,12.86,https://doi.org/10.1023/A:1004534830767
Nb-24Ti-15Si-13Cr-2Al-2Hf,2.0,13.0,2.0,0.0,44.0,15.0,0.0,24.0,0.0,0.0,0.0,1200,100,118.83,http://dx.doi.org/10.1016/j.corsci.2014.08.006
Nb-24Ti-15Si-13Cr-2Al-2Hf,2.0,13.0,2.0,0.0,44.0,15.0,0.0,24.0,0.0,0.0,0.0,1250,100,156.94,http://dx.doi.org/10.1016/j.corsci.2014.08.006
Mo-37Si-40Ti,0.0,0.0,0.0,23.0,0.0,37.0,0.0,40.0,0.0,0.0,0.0,750,100,0.22,https://doi.org/10.1016/j.scriptamat.2011.10.042
Mo-37Si-40Ti,0.0,0.0,0.0,23.0,0.0,37.0,0.0,40.0,0.0,0.0,0.0,820,100,0.49,https://doi.org/10.1016/j.scriptamat.2011.10.042
Mo-37Si-40Ti,0.0,0.0,0.0,23.0,0.0,37.0,0.0,40.0,0.0,0.0,0.0,1100,100,2.31,https://doi.org/10.1016/j.scriptamat.2011.10.042
Mo-37Si-40Ti,0.0,0.0,0.0,23.0,0.0,37.0,0.0,40.0,0.0,0.0,0.0,1300,100,8.02,https://doi.org/10.1016/j.scriptamat.2011.10.042
CrMo0.5NbTa0.5TiZr,0.0,18.39,0.0,10.04,21.83,0.0,11.86,19.4,0.0,0.0,18.48,1000,100,152.4,https://doi.org/10.1007/s10853-012-6582-0
CrNbTiZr,0.0,24.6,0.0,0.0,26.7,0.0,0.0,23.9,0.0,0.0,24.8,1000,100,105.97,https://doi.org/10.1016/j.jallcom.2017.09.164
AlNb1.5Ta0.5Ti1.5Zr0.5,20.0,0.0,0.0,0.0,30.0,0.0,10.0,30.0,0.0,0.0,10.0,1000,100,49.1,https://doi.org/10.1016/j.jallcom.2019.02.128
HfNbTaTiZr,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,700,100,53.8,https://doi.org/10.1002/adem.201700948
HfNbTaTiZr,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,900,100,51.74,https://doi.org/10.1002/adem.201700948
HfNbTaTiZr,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,1100,100,75.84,https://doi.org/10.1002/adem.201700948
Al0.3HfNbTaTiZr,5.66,0.0,18.87,0.0,18.87,0.0,18.87,18.87,0.0,0.0,18.87,700,100,13.52,https://doi.org/10.1002/adem.201700948
Al0.3HfNbTaTiZr,5.66,0.0,18.87,0.0,18.87,0.0,18.87,18.87,0.0,0.0,18.87,900,100,28.12,https://doi.org/10.1002/adem.201700948
Al0.3HfNbTaTiZr,5.66,0.0,18.87,0.0,18.87,0.0,18.87,18.87,0.0,0.0,18.87,1100,100,68.4,https://doi.org/10.1002/adem.201700948
Al0.5HfNbTaTiZr,9.09,0.0,18.18,0.0,18.18,0.0,18.18,18.18,0.0,0.0,18.18,700,100,12.96,https://doi.org/10.1002/adem.201700948
Al0.5HfNbTaTiZr,9.09,0.0,18.18,0.0,18.18,0.0,18.18,18.18,0.0,0.0,18.18,900,100,16.89,https://doi.org/10.1002/adem.201700948
Al0.5HfNbTaTiZr,9.09,0.0,18.18,0.0,18.18,0.0,18.18,18.18,0.0,0.0,18.18,1100,100,60.96,https://doi.org/10.1002/adem.201700948
Al0.75HfNbTaTiZr,13.04,0.0,17.39,0.0,17.39,0.0,17.39,17.39,0.0,0.0,17.39,700,100,9.95,https://doi.org/10.1002/adem.201700948
Al0.75HfNbTaTiZr,13.04,0.0,17.39,0.0,17.39,0.0,17.39,17.39,0.0,0.0,17.39,900,100,15.48,https://doi.org/10.1002/adem.201700948
Al0.75HfNbTaTiZr,13.04,0.0,17.39,0.0,17.39,0.0,17.39,17.39,0.0,0.0,17.39,1100,100,58.99,https://doi.org/10.1002/adem.201700948
AlHfNbTaTiZr,16.67,0.0,16.67,0.0,16.67,0.0,16.67,16.67,0.0,0.0,16.67,700,100,9.15,https://doi.org/10.1002/adem.201700948
AlHfNbTaTiZr,16.67,0.0,16.67,0.0,16.67,0.0,16.67,16.67,0.0,0.0,16.67,900,100,14.97,https://doi.org/10.1002/adem.201700948
AlHfNbTaTiZr,16.67,0.0,16.67,0.0,16.67,0.0,16.67,16.67,0.0,0.0,16.67,1100,100,52.42,https://doi.org/10.1002/adem.201700948
Nb-24Ti-18Si-5Cr-5Al-5Mo,4.8,4.7,0.0,4.9,43.1,18.2,0.0,24.3,0.0,0.0,0.0,800,100,20.81,https://doi.org/10.1016/j.msea.2006.08.093
Nb-24Ti-18Si-5Cr-5Al-2Mo,4.8,5.2,0.0,2.0,45.1,17.5,0.0,25.4,0.0,0.0,0.0,1200,100,154.83,https://doi.org/10.1016/j.msea.2006.08.093
AlNbTiVZr0.25,23.53,0.0,0.0,0.0,23.53,0.0,0.0,23.53,23.53,0.0,5.88,600,100,7.45,https://doi.org/10.3390/ma11122526
AlNbTiVZr0.25,23.53,0.0,0.0,0.0,23.53,0.0,0.0,23.53,23.53,0.0,5.88,700,100,38.28,https://doi.org/10.3390/ma11122526
AlNbTiVZr0.25,23.53,0.0,0.0,0.0,23.53,0.0,0.0,23.53,23.53,0.0,5.88,800,100,107.78,https://doi.org/10.3390/ma11122526
Al-25.5Nb-6Cr-0.5Hf,68.0,6.0,0.5,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,800,100,1.54,https://doi.org/10.3390/ma12162531
Al-25.5Nb-6Cr-0.5Hf,68.0,6.0,0.5,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,1300,100,8.66,https://doi.org/10.3390/ma12162531
Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0.0,20.3,15.2,2.9,13.4,5.4,0.0,0.0,0.0,1000,100,2.48,https://doi.org/10.1038/s41598-019-43819-x
Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0.0,20.3,15.2,2.9,13.4,5.4,0.0,0.0,0.0,1100,100,3.54,https://doi.org/10.1038/s41598-019-43819-x
Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0.0,20.3,15.2,2.9,13.4,5.4,0.0,0.0,0.0,1200,100,6.19,https://doi.org/10.1016/j.intermet.2020.106711
Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0.0,20.3,15.2,2.9,13.4,5.4,0.0,0.0,0.0,1300,100,9.86,https://doi.org/10.1016/j.intermet.2020.106711
Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0.0,20.3,15.2,2.9,13.4,5.4,0.0,0.0,0.0,1400,100,18.4,https://doi.org/10.1016/j.intermet.2020.106711
Al0.15CrTaTi,4.76,31.74,0.0,0.0,0.0,0.0,31.74,31.74,0.0,0.0,0.0,1000,100,24.3,https://doi.org/10.1016/j.jallcom.2022.167675
Al0.25CrTaTi,7.69,30.77,0.0,0.0,0.0,0.0,30.77,30.77,0.0,0.0,0.0,1000,100,7.3,https://doi.org/10.1016/j.jallcom.2022.167675
Al0.35CrTaTi,10.45,29.85,0.0,0.0,0.0,0.0,29.85,29.85,0.0,0.0,0.0,1000,100,5.4,https://doi.org/10.1016/j.jallcom.2022.167675
NbCrMo0.5Ta0.5TiZr,0.0,18.39,0.0,10.04,21.84,0.0,11.86,19.4,0.0,0.0,18.48,1000,100,119.0,https://doi.org/10.1007/s10853-012-6582-0
